,Event,Category,Name1,Year1,Name2,Year2,Name3,Year3,Name4,Year4,School,QualifyingTime,Time,Place,Points
779, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Hillis, Dillon",5Y,,,,,,,Florida,1:52.13,1:52.10,14,3
780, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Bustos, Arsenio",SO,,,,,,,NC State,1:52.21,1:52.29,15,2
781, Event 18  Men 200 Yard Breaststroke,Consolation Final,"Whitley, Reece",5Y,,,,,,,California,1:51.74,1:52.93,16,1
782, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Marchand, Leon",SO,,,,,,,Arizona St,1:47.67,1:49.64,1,0
783, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Corbeau, Caspar",SR,,,,,,,Texas,1:51.92,1:49.98,2,0
784, Event 18  Men 200 Yard Breaststroke,Preliminaries,"McHugh, Max",5Y,,,,,,,Minnesota,1:50.20,1:50.64,3,0
785, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Puente Bustamante, Andres",SR,,,,,,,Texas A&M,1:51.14,1:50.86,4,0
786, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Savickas, Aleksas",FR,,,,,,,Florida,1:50.08,1:50.98,5,0
787, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Matheny, Josh",SO,,,,,,,Indiana,1:51.23,1:51.24,6,0
788, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Louser, Jason",SR,,,,,,,California,1:50.99,1:51.43,7,0
789, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Coll Marti, Carles",JR,,,,,,,Virginia Tech,1:50.90,1:51.44,8,0
790, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Petrashov, Denis",SR,,,,,,,Louisville,1:50.51,1:51.53,9,0
791, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Whitley, Reece",5Y,,,,,,,California,1:51.02,1:51.74,10,0
792, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Schlicht, David",SO,,,,,,,Arizona St,1:52.15,1:51.93,11,0
793, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Maas, Derek",SR,,,,,,,Alabama,1:52.69,1:51.96,12,0
794, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Hillis, Dillon",5Y,,,,,,,Florida,1:51.14,1:52.13,13,0
795, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Epitropov, Lyubomir",5Y,,,,,,,Tennessee,1:51.83,1:52.15,14,0
796, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Bustos, Arsenio",SO,,,,,,,NC State,1:52.34,1:52.21,15,0
797, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Foster, Jake",SR,,,,,,,Texas,1:52.08,1:52.26,16,0
798, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Yep, Jassen",JR,,,,,,,Indiana,1:52.33,1:52.39,17,0
799, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Al-Wir, Amro",JR,,,,,,,Florida,1:52.33,1:52.60,18,0
800, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Pouch, AJ",SR,,,,,,,Virginia Tech,1:52.37,1:52.70,19,0
801, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Demir, Demirkan",SO,,,,,,,Columbia,1:52.94,1:52.72,20,0
802, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Reich, Maxwell",JR,,,,,,,Indiana,1:52.35,1:53.18,21,0
803, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Vines, Braden",5Y,,,,,,,Texas,1:53.48,1:53.38,22,0
804, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Patton, Ben",SR,,,,,,,Missouri,1:53.35,1:53.51,23,0
805, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Myburgh, Keith",5Y,,,,,,,Virginia Tech,1:53.65,1:53.56,24,0
806, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Mikuta, Reid",JR,,,,,,,Auburn,1:52.80,1:53.58,25,0
807, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Kelly, Jack",SO,,,,,,,Brown,1:52.70,1:53.60,26,0
808, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Bell, Liam",SR,,,,,,,California,1:56.89,1:53.76,27,0
809, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Nichols, Noah",JR,,,,,,,Virginia,1:51.97,1:53.81,28,0
810, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Van Der Laan, Cooper",SR,,,,,,,Pittsburgh,1:53.05,1:53.82,29,0
811, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Goodwin, Will",SR,,,,,,,Missouri,1:52.29,1:53.91,30,0
812, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Sanchez, Alex",JR,,,,,,,Texas A&M,1:51.09,1:53.91,30,0
813, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Barr, Luke",SO,,,,,,,Indiana,1:54.37,1:54.28,32,0
814, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Kelly, Logan",SO,,,,,,,IUPUI,1:52.86,1:54.52,33,0
815, Event 18  Men 200 Yard Breaststroke,Preliminaries,"O'Grady, Chris",SO,,,,,,,Southern California,1:52.77,1:54.58,34,0
816, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Horner, Jaek",SR,,,,,,,Utah,1:53.85,1:55.00,35,0
817, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Polonsky, Ron",SO,,,,,,,Stanford,1:53.53,1:55.26,36,0
818, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Berlitz, Danny",JR,,,,,,,West Virginia,1:56.76,1:55.70,37,0
819, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Soderlund, Jacob",SO,,,,,,,California,1:54.45,1:55.73,38,0
820, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Bethel, Henry",SO,,,,,,,Auburn,1:55.73,1:55.79,39,0
821, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Rathle, Jacques",SO,,,,,,,Auburn,1:55.76,1:56.04,40,0
822, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Chan, Will",5Y,,,,,,,Texas,1:56.44,1:56.17,41,0
823, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Dillard, Jarel",5Y,,,,,,,Tennessee,1:52.91,1:56.20,42,0
824, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Feehery, Colin",SR,,,,,,,SMU,1:52.06,1:56.23,43,0
825, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Crisci, Flynn",SR,,,,,,,Pittsburgh,1:54.50,1:57.55,44,0
826, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Myhre, Will",SR,,,,,,,Wisconsin,1:56.85,DQ,---,0
827, Event 18  Men 200 Yard Breaststroke,Preliminaries,"Hunter, Mason",5Y,,,,,,,NC State,1:54.59,DFS,---,0
828, Event 19  Men 200 Yard Butterfly,Championship Final,"Hayes, Aiden",SO,,,,,,,NC State,1:40.56,1:38.79,1,20
829, Event 19  Men 200 Yard Butterfly,Championship Final,"Burns, Brendan",SR,,,,,,,Indiana,1:40.51,1:38.97,2,17
830, Event 19  Men 200 Yard Butterfly,Championship Final,"Jett, Gabriel",SO,,,,,,,California,1:39.71,1:39.40,3,16
831, Event 19  Men 200 Yard Butterfly,Championship Final,"Rose, Dare",JR,,,,,,,California,1:40.00,1:39.89,4,15
832, Event 19  Men 200 Yard Butterfly,Championship Final,"Frankel, Tomer",JR,,,,,,,Indiana,1:40.94,1:40.34,5,14
833, Event 19  Men 200 Yard Butterfly,Championship Final,"Bowers, Noah",SR,,,,,,,NC State,1:40.82,1:40.85,6,13
834, Event 19  Men 200 Yard Butterfly,Championship Final,"Colson, Alexander",SR,,,,,,,Arizona St,1:40.43,1:41.38,7,12
835, Event 19  Men 200 Yard Butterfly,Championship Final,"Cohen Groumi, Gal",SO,,,,,,,Michigan,1:41.39,1:42.37,8,11
836, Event 19  Men 200 Yard Butterfly,Consolation Final,"Khosla, Raunak",SR,,,,,,,Princeton,1:41.81,1:40.94,9,9
837, Event 19  Men 200 Yard Butterfly,Consolation Final,"Gonzalez Pinero, Joaquin",SO,,,,,,,Florida,1:41.75,1:41.62,10,7
838, Event 19  Men 200 Yard Butterfly,Consolation Final,"Miller, Luke",JR,,,,,,,NC State,1:41.85,1:42.12,11,6
839, Event 19  Men 200 Yard Butterfly,Consolation Final,"Artmann, Sam",SR,,,,,,,Texas,1:41.86,1:42.32,12,5
840, Event 19  Men 200 Yard Butterfly,Consolation Final,"McInerny, Evan",JR,,,,,,,Auburn,1:42.24,1:42.35,13,4
841, Event 19  Men 200 Yard Butterfly,Consolation Final,"Fong, Josh",SR,,,,,,,Virginia,1:41.92,1:42.75,14,3
842, Event 19  Men 200 Yard Butterfly,Consolation Final,"Gray, Andrew",SR,,,,,,,Arizona St,1:41.70,1:42.94,15,2
843, Event 19  Men 200 Yard Butterfly,Consolation Final,"Espernberger, Martin",FR,,,,,,,Tennessee,1:41.39,1:43.21,16,1
844, Event 19  Men 200 Yard Butterfly,Preliminaries,"Jett, Gabriel",SO,,,,,,,California,1:39.27,1:39.71,1,0
845, Event 19  Men 200 Yard Butterfly,Preliminaries,"Rose, Dare",JR,,,,,,,California,1:41.01,1:40.00,2,0
846, Event 19  Men 200 Yard Butterfly,Preliminaries,"Colson, Alexander",SR,,,,,,,Arizona St,1:39.55,1:40.43,3,0
847, Event 19  Men 200 Yard Butterfly,Preliminaries,"Burns, Brendan",SR,,,,,,,Indiana,1:39.51,1:40.51,4,0
848, Event 19  Men 200 Yard Butterfly,Preliminaries,"Hayes, Aiden",SO,,,,,,,NC State,1:40.21,1:40.56,5,0
849, Event 19  Men 200 Yard Butterfly,Preliminaries,"Bowers, Noah",SR,,,,,,,NC State,1:41.14,1:40.82,6,0
850, Event 19  Men 200 Yard Butterfly,Preliminaries,"Frankel, Tomer",JR,,,,,,,Indiana,1:40.97,1:40.94,7,0
851, Event 19  Men 200 Yard Butterfly,Preliminaries,"Cohen Groumi, Gal",SO,,,,,,,Michigan,1:40.21,1:41.39,8,0
852, Event 19  Men 200 Yard Butterfly,Preliminaries,"Espernberger, Martin",FR,,,,,,,Tennessee,1:41.91,1:41.39,9,0
853, Event 19  Men 200 Yard Butterfly,Preliminaries,"Gray, Andrew",SR,,,,,,,Arizona St,1:41.20,1:41.70,10,0
854, Event 19  Men 200 Yard Butterfly,Preliminaries,"Gonzalez Pinero, Joaquin",SO,,,,,,,Florida,1:41.37,1:41.75,11,0
855, Event 19  Men 200 Yard Butterfly,Preliminaries,"Khosla, Raunak",SR,,,,,,,Princeton,1:41.72,1:41.81,12,0
856, Event 19  Men 200 Yard Butterfly,Preliminaries,"Miller, Luke",JR,,,,,,,NC State,1:42.57,1:41.85,13,0
857, Event 19  Men 200 Yard Butterfly,Preliminaries,"Artmann, Sam",SR,,,,,,,Texas,1:42.16,1:41.86,14,0
858, Event 19  Men 200 Yard Butterfly,Preliminaries,"Fong, Josh",SR,,,,,,,Virginia,1:42.45,1:41.92,15,0
859, Event 19  Men 200 Yard Butterfly,Preliminaries,"McInerny, Evan",JR,,,,,,,Auburn,1:42.22,1:42.24,16,0
860, Event 19  Men 200 Yard Butterfly,Preliminaries,"Secchi, Clement",5Y,,,,,,,Missouri,1:41.07,1:42.25,17,0
861, Event 19  Men 200 Yard Butterfly,Preliminaries,"Miller, Ben",SR,,,,,,,Northwestern,1:41.43,1:42.35,18,0
862, Event 19  Men 200 Yard Butterfly,Preliminaries,"Gustafson, Chachi",SR,,,,,,,Ohio St,1:42.24,1:42.52,19,0
863, Event 19  Men 200 Yard Butterfly,Preliminaries,"Fers Erzen, Anze",SR,,,,,,,Texas A&M,1:43.61,1:42.55,20,0
864, Event 19  Men 200 Yard Butterfly,Preliminaries,"Crane, Sterling",SR,,,,,,,Texas,1:42.25,1:42.58,21,0
865, Event 19  Men 200 Yard Butterfly,Preliminaries,"Lim, Nicholas",JR,,,,,,,Princeton,1:42.53,1:42.59,22,0
866, Event 19  Men 200 Yard Butterfly,Preliminaries,"Laur, Mason",SO,,,,,,,Florida,1:42.77,1:42.62,23,0
867, Event 19  Men 200 Yard Butterfly,Preliminaries,"Neverman, Kaiser",JR,,,,,,,Minnesota,1:42.56,1:42.93,24,0
868, Event 19  Men 200 Yard Butterfly,Preliminaries,"Wilby, Mason",5Y,,,,,,,Kentucky,1:41.59,1:43.07,25,0
869, Event 19  Men 200 Yard Butterfly,Preliminaries,"Gentry, Landon",FR,,,,,,,Virginia Tech,1:42.32,1:43.10,26,0
870, Event 19  Men 200 Yard Butterfly,Preliminaries,"Torok, Dominik Mark",FR,,,,,,,Wisconsin,1:42.58,1:43.22,27,0
871, Event 19  Men 200 Yard Butterfly,Preliminaries,"Schmidt, Danny",FR,,,,,,,Auburn,1:44.04,1:43.25,28,0
872, Event 19  Men 200 Yard Butterfly,Preliminaries,"Abruzzo, Andrew",5Y,,,,,,,Georgia,1:41.82,1:43.32,29,0
873, Event 19  Men 200 Yard Butterfly,Preliminaries,"Prolo, Brad",SR,,,,,,,Brigham Young,1:42.41,1:43.50,30,0
874, Event 19  Men 200 Yard Butterfly,Preliminaries,"Mihm, Rick",JR,,,,,,,Stanford,1:44.30,1:43.81,31,0
875, Event 19  Men 200 Yard Butterfly,Preliminaries,"Poelke, Boyd",JR,,,,,,,UNC,1:44.63,1:43.87,32,0
876, Event 19  Men 200 Yard Butterfly,Preliminaries,"Carrozza, Coby",JR,,,,,,,Texas,1:45.15,1:44.10,33,0
877, Event 19  Men 200 Yard Butterfly,Preliminaries,"Bried, Tommy",SO,,,,,,,Louisville,1:43.71,1:44.18,34,0
878, Event 19  Men 200 Yard Butterfly,Preliminaries,"Zubik, Jan",FR,,,,,,,Missouri,1:42.57,1:44.26,35,0
879, Event 19  Men 200 Yard Butterfly,Preliminaries,"Mahler, Adam",SR,,,,,,,Pittsburgh,1:42.54,1:44.35,36,0
880, Event 19  Men 200 Yard Butterfly,Preliminaries,"Miceli, Mateo",SO,,,,,,,Alabama,1:42.02,1:44.54,37,0
881, Event 19  Men 200 Yard Butterfly,Preliminaries,"Merani, Ryan",FR,,,,,,,Kentucky,1:42.91,1:44.82,38,0
882, Event 19  Men 200 Yard Butterfly,Preliminaries,"Lee, Connor",JR,,,,,,,Yale,1:44.85,1:45.88,39,0
883, Event 19  Men 200 Yard Butterfly,Preliminaries,"Forst, Preston",JR,,,,,,,Stanford,1:45.16,1:46.96,40,0
884, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Liendo, Josh",FR,"Chaney, Adam",JR,"Smith, Julian",SO,"McDuff, Macguire",SO,Florida,2:46.42,2:44.07,1,40
885, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Seeliger, Bjorn",JR,"Alexy, Jack",SO,"Jensen, Matthew",JR,"Lasco, Destin",JR,California,2:45.67,2:44.08,2,34
886, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Kulow, Jonny",FR,"Marchand, Leon",SO,"House, Grant",5Y,"Dolan, Jack",SR,Arizona St,2:46.14,2:45.12,3,32
887, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Henderson, Noah",SR,"Piszczorowicz, Bartosz",SR,"Korstanje, Nyls",SR,"Izzo, Giovanni",5Y,NC State,2:47.32,2:47.09,4,30
888, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Krueger, Danny",5Y,"Hobson, Luke",SO,"Corbeau, Caspar",SR,"Larson, Peter",SR,Texas,2:49.15,2:47.15,5,28
889, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Mathias, Van",5Y,"Frankel, Tomer",JR,"Wight, Gavin",JR,"Miroslaw, Rafael",SO,Indiana,2:48.11,2:47.17,6,26
890, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Santos, Guilherme",FR,"Crooks, Jordan",SO,"Kammann, Bjoern",SO,"Tarasenko, Aleksey",5Y,Tennessee,2:46.25,2:47.19,7,24
891, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Maurer, Luke",JR,"Minakov, Andrei",JR,"Polonsky, Ron",SO,"Dupont Cabrera, Andres",FR,Stanford,2:48.40,2:47.61,8,22
892, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Tirheimer, Logan",JR,"Makinen, Kalle",FR,"Husband, Ryan",JR,"Stoffle, Aidan",SR,Auburn,2:50.02,2:48.23,9,18
893, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Ramadan, Youssef",JR,"Dominguez Calonge, Luis",SO,"Coll Marti, Carles",JR,"Hayon, Will",FR,Virginia Tech,2:48.06,2:48.34,10,14
894, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Eastman, Michael",5Y,"Brooks, Guy",FR,"Lowe, Dalton",JR,"Elaraby, Abdelrahman",SR,Louisville,2:48.94,2:48.93,11,12
895, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Hawke, Charlie",SO,"Alves, Kaique",SO,"Korstanje, Tim",FR,"Menke, Matt",SR,Alabama,2:49.64,2:49.41,12,10
896, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Brownstead, Matt",JR,"Aikins, Jack",SO,"Boyle, Connor",SO,"Lamb, August",SR,Virginia,2:49.15,2:49.53,13,8
897, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Branzell, Reese",SO,"Hils, Zach",SR,"Dunham, Bradley",SR,"Downing, Dillon",SR,Georgia,2:49.06,2:49.65,14,6
898, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Gaziev, Ruslan",JR,"Ward, James",SR,"McDonald, Mario",JR,"Baltes, Daniel",SO,Ohio St,2:49.88,2:49.94,15,4
899, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Szabados, Bence",JR,"Peel, Cam",SR,"Acin, Nikola",5Y,"Davis, Wyatt",JR,Michigan,2:49.44,2:50.03,16,2
900, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Dahlgren, Jack",5Y,"Bochenski, Grant",SO,"Patton, Ben",SR,"Secchi, Clement",5Y,Missouri,2:50.29,2:50.31,17,0
901, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Guiliano, Chris",SO,"Wilburn, Cason",SR,"DeLong, Alec",SR,"Scannell, Thacher",SR,Notre Dame,2:50.14,2:50.61,18,0
902, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Foote, Connor",FR,"Bratanov, Koko",SR,"Fuchs, Collin",JR,"Nelson, Baylor",FR,Texas A&M,2:50.20,2:50.67,19,0
903, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Torepe-Ormsby, Taiko",FR,"Newmark, Jake",JR,"Benson, Andrew",JR,"Wiegand, Ben",SO,Wisconsin,2:51.47,2:50.95,20,0
904, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Hussey, Patrick",JR,"Dramm, Louis",FR,"Rutberg, Noah",JR,"Sungaila, Tomas",5Y,UNC,2:50.94,2:51.63,21,0
905, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Holmquist, Marcus",JR,"Grant, Will",JR,"Simpson, Jared",SR,"Linnihan, Ryan",SR,Harvard,2:51.23,2:52.68,22,0
906, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Goncharov, Stepan",FR,"Toledo Sanchez, Dominic",SR,"Crisci, Flynn",SR,"Goraj, Marcin",JR,Pittsburgh,2:51.81,2:53.04,23,0
907, Event 21  Men 400 Yard Freestyle Relay,Timed Final Relay,"Daleiden Ciuferri, Ralph",FR,"Palmer, Tommy",FR,"Perham, Ryan",JR,"Ercegovic, Marin",5Y,Arizona,2:49.90,DQ,---,0
908, Event 110  Men 200 Yard Freestyle Swim-off,Swim-off,"Sammon, Patrick",SO,,,,,,,Arizona St,1:32.28,1:32.40,1,0
909, Event 110  Men 200 Yard Freestyle Swim-off,Swim-off,"Miroslaw, Rafael",SO,,,,,,,Indiana,1:32.28,1:34.29,2,0
910, Event 112  Men 100 Yard Backstroke Swim-off,Swim-off,"Janton, Tommy",FR,,,,,,,Notre Dame,45.54,45.12,1,0
911, Event 112  Men 100 Yard Backstroke Swim-off,Swim-off,"MacAlister, Leon",SR,,,,,,,Stanford,45.54,45.59,2,0
912, Event 119  Men 200 Yard Butterfly Swim-off,Swim-off,"Cohen Groumi, Gal",SO,,,,,,,Michigan,1:41.39,1:41.40,1,0
913, Event 119  Men 200 Yard Butterfly Swim-off,Swim-off,"Espernberger, Martin",FR,,,,,,,Tennessee,1:41.39,1:41.58,2,0
